,Plastic-Bottle Splattershot,,,Water-Wing Splattershot Jr.,,,Jam Squelcher,,,Balloon Roller,,,Duct Roller,,,Diesel 4K,,,Detergent Charger,,,Polyethylene Slosher,,,Oil-Drum Pow Slosher,,,LPG Splatling,,,Gas-Can Splatling,,,Diner Dualies,,,Aluminum Twincans,,,Palm Brella,,,Tarp Brella,,,Oil Blaster,,,Toy-Claw Blaster,,,Cycle Brush,,,Bamboo Stringer,,,Wooden Splatana,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
64,6126,,,5105,,,9189,,,25525,34034,20420,40840,61261,102102,102102,8508,,42542,8508,,27227,,,34034,20420,,7657,,,6636,,,6636,,,9189,13273,,30630,6126,25525,61261,8678,42542,37437,26206,18718,30630,15315,,10210,6806,,6806,20420,,17017,30630,37437,,,,,,,,,,,,,,,,,,,,,,,,,,
65,6241,,,5200,,,9361,,,26004,34672,20803,41607,62410,104017,104017,8668,,43340,8668,,27738,,,34672,20803,,7801,,,6761,,,6761,,,9361,13522,,31205,6241,26004,62410,8841,43340,38139,26697,19069,31205,15602,,10401,6934,,6934,20803,,17336,31205,38139,,,,,,,,,,,,,,,,,,,,,,,,,,
66,6358,,,5299,,,9538,,,26495,35327,21196,42393,63589,105983,105983,8831,,44159,8831,,28262,,,35327,21196,,7948,,,6888,,,6888,,,9538,13777,,31794,6358,26495,63589,9008,44159,38860,27202,19430,31794,15897,,10598,7065,,7065,21196,,17663,31794,38860,,,,,,,,,,,,,,,,,,,,,,,,,,
67,6479,,,5399,,,9719,,,26999,35999,21599,43199,64799,107999,107999,8999,,44999,8999,,28799,,,35999,21599,,8099,,,7019,,,7019,,,9719,14039,,32399,6479,26999,64799,9179,44999,39599,27719,19799,32399,16199,,10799,7199,,7199,21599,,17999,32399,39599,,,,,,,,,,,,,,,,,,,,,,,,,,
68,6603,,,5503,,,9905,,,27516,36688,22013,44026,66039,110065,110065,9172,,45860,9172,,29350,,,36688,22013,,8254,,,7154,,,7154,,,9905,14308,,33019,6603,27516,66039,9355,45860,40357,28250,20178,33019,16509,,11006,7337,,7337,22013,,18344,33019,40357,,,,,,,,,,,,,,,,,,,,,,,,,,
69,6730,,,5609,,,10096,,,28045,37394,22436,44872,67309,112182,112182,9348,,46742,9348,,29915,,,37394,22436,,8413,,,7291,,,7291,,,10096,14583,,33654,6730,28045,67309,9535,46742,41133,28793,20566,33654,16827,,11218,7478,,7478,22436,,18697,33654,41133,,,,,,,,,,,,,,,,,,,,,,,,,,
70,6860,,,5717,,,10291,,,28587,38116,22869,45739,68609,114349,114349,9529,,47645,9529,,30493,,,38116,22869,,8576,,,7432,,,7432,,,10291,14865,,34304,6860,28587,68609,9719,47645,41928,29349,20964,34304,17152,,11434,7623,,7623,22869,,19058,34304,41928,,,,,,,,,,,,,,,,,,,,,,,,,,
71,6994,,,5828,,,10492,,,29144,38859,23315,46631,69947,116579,116579,9714,,48574,9714,,31087,,,38859,23315,,8743,,,7577,,,7577,,,10492,15155,,34973,6994,29144,69947,9909,48574,42745,29922,21372,34973,17486,,11657,7771,,7771,23315,,19429,34973,42745,,,,,,,,,,,,,,,,,,,,,,,,,,
72,7131,,,5943,,,10697,,,29715,39620,23772,47544,71316,118860,118860,9905,,49525,9905,,31696,,,39620,23772,,8914,,,7725,,,7725,,,10697,15451,,35658,7131,29715,71316,10103,49525,43582,30507,21791,35658,17829,,11886,7924,,7924,23772,,19810,35658,43582,,,,,,,,,,,,,,,,,,,,,,,,,,
73,7217,,,6059,,,10907,,,30297,40397,24238,48476,72714,121191,121191,10099,,50496,10099,,32317,,,40397,24238,,9089,,,7877,,,7877,,,10907,15754,,36357,7271,30297,72714,10301,50496,44436,31105,22218,36357,18178,,12119,8079,,8079,24238,,20198,36357,44436,,,,,,,,,,,,,,,,,,,,,,,,,,
74,7415,,,6179,,,11122,,,30896,41195,24717,49434,74151,123585,123585,10298,,51493,10298,,32956,,,41195,24717,,9268,,,8033,,,8033,,,11122,16066,,37075,7415,30896,74151,10504,51493,45314,31720,22657,37075,18537,,12358,8239,,8239,24717,,20597,37075,45314,,,,,,,,,,,,,,,,,,,,,,,,,,
75,7562,,,6302,,,11343,,,31510,42014,25208,50416,75625,126042,126042,10503,,52517,10503,,33611,,,42014,25208,,9453,,,8192,,,8192,,,11343,16385,,37812,7562,31510,75625,10713,52517,46215,32350,23107,37812,18906,,12604,8402,,8402,25208,,21007,37812,46215,,,,,,,,,,,,,,,,,,,,,,,,,,
76,7713,,,6428,,,11570,,,32140,42854,25712,51424,77137,128562,128562,10713,,53567,10713,,34283,,,42854,25712,,9642,,,8356,,,8356,,,11570,16713,,38568,7713,32140,77137,10927,53567,47139,32997,23569,38568,19284,,12856,8570,,8570,25712,,21427,38568,47139,,,,,,,,,,,,,,,,,,,,,,,,,,
77,7868,,,6557,,,11803,,,32786,43715,26229,52458,78687,131145,131145,10928,,54643,10928,,34972,,,43715,26229,,9835,,,8524,,,8524,,,11803,17048,,39343,7868,32786,78687,11147,54643,48086,33660,24043,39343,19671,,13114,8743,,8743,26229,,21857,39343,48086,,,,,,,,,,,,,,,,,,,,,,,,,,
78,8027,,,6689,,,12041,,,33447,44597,26758,53516,80274,133791,133791,11149,,55746,11149,,35677,,,44597,26758,,10034,,,8696,,,8696,,,12041,17392,,40137,8027,33447,80274,11372,55746,49056,34339,24528,40137,20068,,13379,8919,,8919,26758,,22298,40137,49056,,,,,,,,,,,,,,,,,,,,,,,,,,
79,8190,,,6825,,,12285,,,34125,45500,27300,54600,81900,136500,136500,11375,,56875,11375,,36400,,,45500,27300,,10237,,,8872,,,8872,,,12285,17745,,40950,8190,34125,81900,11602,56875,50050,35035,25025,40950,20475,,13650,9100,,9100,27300,,22750,40950,50050,,,,,,,,,,,,,,,,,,,,,,,,,,
80,8356,,,6963,,,12534,,,34818,46424,27854,55708,83563,139272,139272,11606,,58030,11606,,37139,,,46424,27854,,10445,,,9052,,,9052,,,12534,18105,,31781,8356,34818,83563,11838,58030,51066,35746,25533,41781,20890,,13927,9284,,9284,27854,,23212,41781,51066,,,,,,,,,,,,,,,,,,,,,,,,,,
81,8527,,,7106,,,12790,,,35530,47373,28424,56848,85272,142120,142120,11843,,59216,11843,,37898,,,47373,28424,,10659,,,9237,,,9237,,,12790,18475,,42636,8527,35530,85272,12080,59216,52110,36477,26055,42636,21318,,14212,9474,,9474,28424,,23686,42636,52110,,,,,,,,,,,,,,,,,,,,,,,,,,
82,8702,,,7252,,,13053,,,36260,48347,29008,58017,87025,145043,145043,12086,,60434,12086,,38678,,,48347,29008,,10878,,,9427,,,9427,,,13053,18855,,43512,8702,36260,87025,12328,60434,53182,37227,26591,43512,21756,,14504,9669,,9669,29008,,24173,43512,53182,,,,,,,,,,,,,,,,,,,,,,,,,,
83,8881,,,7401,,,13322,,,37007,49343,29605,59211,88817,148029,148029,12335,,61678,12335,,39474,,,49343,29605,,11102,,,9621,,,9621,,,13322,19243,,44408,8881,37007,88817,12582,61678,54277,37994,27138,44408,22204,,14802,9868,,9868,29605,,24671,44408,54277,,,,,,,,,,,,,,,,,,,,,,,,,,
84,9065,,,7554,,,13598,,,37772,50363,30218,60436,90654,151091,151091,12590,,62954,12590,,40291,,,50363,30218,,11331,,,9820,,,9820,,,13598,19641,,45327,9065,37772,90654,12842,62954,55400,38780,27700,45327,22663,,15109,10072,,10072,30218,,25181,45327,55400,,,,,,,,,,,,,,,,,,,,,,,,,,
85,9253,,,7711,,,13880,,,38557,51409,30845,61691,92537,154228,154228,12852,,64261,12852,,41127,,,51409,30845,,11567,,,10024,,,10024,,,13880,20049,,46268,9253,38557,92537,13109,64261,56550,39585,28275,46268,23134,,15422,10281,,10281,30845,,25704,46268,56550,,,,,,,,,,,,,,,,,,,,,,,,,,
86,9447,,,7872,,,14170,,,39363,52484,31490,62981,94472,157454,157454,13121,,65605,13121,,41987,,,52484,31490,,11809,,,10234,,,10234,,,14170,20469,,47236,9447,39363,94472,13383,65605,57733,40413,28866,47236,23618,,15745,10496,,10496,31490,,26242,47236,57733,,,,,,,,,,,,,,,,,,,,,,,,,,
87,9645,,,8037,,,14467,,,40188,53585,32151,64302,96453,160755,160755,13396,,66981,13396,,42868,,,53585,32151,,12056,,,10449,,,10449,,,14467,20898,,48226,9645,40188,96453,13664,66981,58943,41260,29471,48226,24113,,16075,10717,,10717,32151,,26792,48226,58943,,,,,,,,,,,,,,,,,,,,,,,,,,
88,9848,,,8207,,,14773,,,41036,54714,32828,65657,98486,164144,164144,13678,,68393,13678,,43771,,,54714,32828,,12310,,,10669,,,10669,,,14773,21338,,49243,9848,41036,98486,13952,68393,60186,42130,30093,49243,24621,,16414,10942,,10942,32828,,27357,49243,60186,,,,,,,,,,,,,,,,,,,,,,,,,,
89,10056,,,8380,,,15084,,,41902,55869,33521,67043,100565,167609,167609,13967,,69837,13967,,44695,,,55869,33521,,12570,,,10894,,,10894,,,15084,21789,,50282,10056,41902,100565,14246,69837,61456,43019,30728,50282,25141,,16760,11173,,11173,33521,,27934,50282,61456,,,,,,,,,,,,,,,,,,,,,,,,,,
90,10269,,,8558,,,15404,,,42790,57054,34232,68465,102697,171163,171163,14263,,71317,14263,,45643,,,57054,34232,,12837,,,11125,,,11125,,,15404,22251,,51348,10269,42790,102697,14548,71317,62759,43931,31379,51348,25674,,17116,11410,,11410,34232,,28527,51348,62759,,,,,,,,,,,,,,,,,,,,,,,,,,
91,10488,,,8740,,,15732,,,43701,58268,34960,69921,104882,174804,174804,14567,,72835,14567,,46614,,,58268,34960,,13110,,,11362,,,11362,,,15732,22724,,52441,10488,43701,104882,14858,72835,64094,44866,32047,52441,26220,,17480,11653,,11653,34960,,29134,52441,64094,,,,,,,,,,,,,,,,,,,,,,,,,,
92,10712,,,8926,,,16068,,,44633,59511,35706,71413,107120,178534,178534,14877,,74389,14877,,47609,,,59511,35706,,13390,,,11604,,,11604,,,16068,23209,,53560,10712,44633,107120,15175,74389,65462,45823,32731,53560,26780,,17853,11902,,11902,35706,,29755,53560,65462,,,,,,,,,,,,,,,,,,,,,,,,,,
93,10941,,,9118,,,16412,,,45591,60788,36472,72945,109418,182364,182364,15197,,75985,15197,,48630,,,60788,36472,,13677,,,11853,,,11853,,,16412,23707,,43709,10941,45591,109418,15500,75985,66866,46806,33433,54709,27354,,18236,12157,,12157,36472,,30394,54709,66866,,,,,,,,,,,,,,,,,,,,,,,,,,
94,11176,,,9314,,,16765,,,46570,62094,37256,74513,111769,186283,186283,15523,,77617,15523,,49675,,,62094,37256,,13971,,,12108,,,12108,,,16765,24216,,55884,11176,46570,111769,15834,77617,68303,47812,34151,55884,27942,,18628,12418,,12418,37256,,31047,55884,68303,,,,,,,,,,,,,,,,,,,,,,,,,,
95,11418,,,9515,,,17127,,,47575,63434,38060,76120,114181,190302,190302,15858,,79292,15858,,50747,,,63434,38060,,14272,,,12369,,,12369,,,17127,24739,,57090,11418,47575,114181,16175,79292,69777,48844,34888,57090,28545,,19030,12686,,12686,38060,,31717,57090,69777,,,,,,,,,,,,,,,,,,,,,,,,,,
96,11665,,,9721,,,17498,,,38605,64807,38884,77769,116653,194422,194422,16201,,81009,16201,,51846,,,64807,38884,,14581,,,12637,,,12637,,,17498,25274,,58326,11665,48605,116653,16525,81009,71288,49901,35644,58326,29163,,19442,12961,,12961,38884,,32403,58326,71288,,,,,,,,,,,,,,,,,,,,,,,,,,
97,11918,,,9932,,,17877,,,49660,66214,39728,79457,119186,198643,198643,16553,,82768,16553,,52971,,,66214,39728,,14898,,,12911,,,12911,,,17877,25823,,59593,11918,49660,119186,16884,82768,72836,50985,36418,59593,29796,,19864,13242,,13242,39728,,33107,59593,72836,,,,,,,,,,,,,,,,,,,,,,,,,,
98,12178,,,10148,,,18268,,,50744,67659,40595,81191,121786,202978,202978,16914,,84574,16914,,54127,,,67659,40595,,15223,,,13193,,,13193,,,18268,26387,,60893,12178,50744,121786,17253,84574,74425,52097,37212,60893,30446,,20297,13531,,13531,40595,,33829,60893,74425,,,,,,,,,,,,,,,,,,,,,,,,,,
99,12444,,,10370,,,18667,,,51853,69137,41482,82965,124447,207413,207413,17284,,86422,17284,,55310,,,69137,41482,,15555,,,13481,,,13481,,,18667,26963,,62223,12444,51853,124447,17630,86422,76051,53236,38025,62223,31111,,20741,13827,,13827,41482,,34568,62223,76051,,,,,,,,,,,,,,,,,,,,,,,,,,
100,12862,,,10719,,,19294,,,53595,71460,42876,85752,128628,214381,214381,17865,,89325,17865,,57168,,,71460,42876,,16078,,,13934,,,13934,,,19294,27869,,64314,12862,53595,128628,18222,89325,78606,55024,39303,64314,32157,,21438,14292,,14292,42876,,35730,64314,78606,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
