player_damage,weapon_level,family,attack,displayed_damage
4500,30,Splatana Stamper,Charged slash,10782
4500,30,Splatana Stamper,Charged slash (direct hit),13178
4500,31,Splattershot,Shot,2212
4500,31,Splattershot Jr.,Shot,1843
4500,31,Squelcher,Shot,3318
4500,31,Splat Roller,Horizontal swing,9218
4500,31,Splat Roller,Vertical swing,12291
4500,31,Splat Roller,Inkling on the go,7374
4500,31,Dynamo Roller,Horizontal swing,14749
4500,31,Dynamo Roller,Vertical swing,22124
4500,31,Dynamo Roller,Inkling on the go,36874
4500,31,E-liter,Full charge,36874
4500,31,E-liter,Minimum charge,3072
4500,31,Squiffer,Full charge,15364
4500,31,Squiffer,Minimum charge,3072
4500,31,Slosher,Single slosh,9833
4500,31,Sloshing Machine,Direct hit,12291
4500,31,Sloshing Machine,Explosion,7374
4500,31,Heavy Splatling,Shot,2765
4500,31,Mini Splatling,Shot,2396
4500,31,Splat Dualies,Shot,2396
4500,31,Glooga Dualies,Pre-Dodge Roll,3318
4500,31,Glooga Dualies,Post-Dodge Roll,4793
4500,31,Splat Brella,All shots hit,11062
4500,31,Splat Brella,Single shot,2212
4500,31,Splat Brella,Launched brella,9218
4500,31,Tenta Brella,All shots hit,22124
4500,31,Tenta Brella,Single shot,3134
4500,31,Tenta Brella,Launched brella,15364
4500,31,Blaster,Direct hit,13520
4500,31,Blaster,Explosion (max),9464
4500,31,Blaster,Explosion (min),6760
4500,31,Rapid Blaster Pro,Direct hit,11062
4500,31,Rapid Blaster Pro,Explosion,5531
4500,31,Octobrush,Brush swing,3687
4500,31,Octobrush,Inking on the go,2458
4500,31,Tri-Stringer,Explosion,2458
4500,31,Tri-Stringer,Full charge,7374
4500,31,Splatana Stamper,Horizontal slash,6145
4500,31,Splatana Stamper,Charged slash,11062
4500,31,Splatana Stamper,Charged slash (direct hit),13520
4500,32,Splattershot,Shot,2272
4500,32,Splattershot Jr.,Shot,1894
4500,32,Squelcher,Shot,3409
4500,32,Splat Roller,Horizontal swing,9470
4500,32,Splat Roller,Vertical swing,12627
4500,32,Splat Roller,Inkling on the go,7576
4500,32,Dynamo Roller,Horizontal swing,15153
4500,32,Dynamo Roller,Vertical swing,22729
4500,32,Dynamo Roller,Inkling on the go,37882
4500,32,E-liter,Full charge,37882
4500,32,E-liter,Minimum charge,3156
4500,32,Squiffer,Full charge,15784
4500,32,Squiffer,Minimum charge,2156
4500,32,Slosher,Single slosh,10102
4500,32,Sloshing Machine,Direct hit,12627
4500,32,Sloshing Machine,Explosion,6945
4500,32,Heavy Splatling,Shot,2841
4500,32,Mini Splatling,Shot,2462
4500,32,Splat Dualies,Shot,2462
4500,32,Glooga Dualies,Pre-Dodge Roll,3409
4500,32,Glooga Dualies,Post-Dodge Roll,4924
4500,32,Splat Brella,All shots hit,11364
4500,32,Splat Brella,Single shot,2272
4500,32,Splat Brella,Launched brella,9470
4500,32,Tenta Brella,All shots hit,22729
4500,32,Tenta Brella,Single shot,3220
4500,32,Tenta Brella,Launched brella,15784
4500,32,Blaster,Direct hit,13890
4500,32,Blaster,Explosion (max),9723
4500,32,Blaster,Explosion (min),6945
4500,32,Rapid Blaster Pro,Direct hit,11364
4500,32,Rapid Blaster Pro,Explosion,5682
4500,32,Octobrush,Brush swing,3788
4500,32,Octobrush,Inking on the go,2525
4500,32,Tri-Stringer,Explosion,2525
4500,32,Tri-Stringer,Full charge,7576
4500,32,Splatana Stamper,Horizontal slash,6313
4500,32,Splatana Stamper,Charged slash,11364
4500,32,Splatana Stamper,Charged slash (direct hit),13890
4500,33,Splattershot,Shot,2337
4500,33,Splattershot Jr.,Shot,1948
4500,33,Squelcher,Shot,3506
4500,33,Splat Roller,Horizontal swing,9741
4500,33,Splat Roller,Vertical swing,12988
4500,33,Splat Roller,Inkling on the go,7793
4500,33,Dynamo Roller,Horizontal swing,15586
4500,33,Dynamo Roller,Vertical swing,23379
4500,33,Dynamo Roller,Inkling on the go,38966
4500,33,E-liter,Full charge,38966
4500,33,E-liter,Minimum charge,3247
4500,33,Squiffer,Full charge,16236
4500,33,Squiffer,Minimum charge,3247
4500,33,Slosher,Single slosh,10391
4500,33,Sloshing Machine,Direct hit,12988
4500,33,Sloshing Machine,Explosion,7143
4500,33,Heavy Splatling,Shot,2922
4500,33,Mini Splatling,Shot,2532
4500,33,Splat Dualies,Shot,2532
4500,33,Glooga Dualies,Pre-Dodge Roll,3506
4500,33,Glooga Dualies,Post-Dodge Roll,5065
4500,33,Splat Brella,All shots hit,11689
4500,33,Splat Brella,Single shot,2337
4500,33,Splat Brella,Launched brella,9741
4500,33,Tenta Brella,All shots hit,23379
4500,33,Tenta Brella,Single shot,3312
4500,33,Tenta Brella,Launched brella,16236
4500,33,Blaster,Direct hit,14287
4500,33,Blaster,Explosion (max),10001
4500,33,Blaster,Explosion (min),7143
4500,33,Rapid Blaster Pro,Direct hit,11689
4500,33,Rapid Blaster Pro,Explosion,5844
4500,33,Tri-Stringer,Explosion,2597
4500,33,Tri-Stringer,Full charge,7793
4500,33,Splatana Stamper,Horizontal slash,6494
4500,33,Splatana Stamper,Charged slash,11689
4500,33,Splatana Stamper,Charged slash (direct hit),14287
4500,34,Splattershot,Shot,2408
4500,34,Splattershot Jr.,Shot,2006
4500,34,Squelcher,Shot,3612
4500,34,Splat Roller,Horizontal swing,10034
4500,34,Splat Roller,Vertical swing,13379
4500,34,Splat Roller,Inkling on the go,8027
4500,34,Dynamo Roller,Horizontal swing,16055
4500,34,Dynamo Roller,Vertical swing,24082
4500,34,Dynamo Roller,Inkling on the go,40138
4500,34,E-liter,Full charge,40138
4500,34,E-liter,Minimum charge,3344
4500,34,Squiffer,Full charge,16724
4500,34,Squiffer,Minimum charge,3344
4500,34,Slosher,Single slosh,10703
4500,34,Sloshing Machine,Direct hit,13379
4500,34,Sloshing Machine,Explosion,7358
4500,34,Heavy Splatling,Shot,3010
4500,34,Mini Splatling,Shot,2608
4500,34,Splat Dualies,Shot,2608
4500,34,Glooga Dualies,Pre-Dodge Roll,3612
4500,34,Glooga Dualies,Post-Dodge Roll,5217
4500,34,Splat Brella,All shots hit,12041
4500,34,Splat Brella,Single shot,2408
4500,34,Splat Brella,Launched brella,10034
4500,34,Tenta Brella,All shots hit,24082
4500,34,Tenta Brella,Single shot,3411
4500,34,Tenta Brella,Launched brella,16724
4500,34,Blaster,Direct hit,14717
4500,34,Blaster,Explosion (max),10302
4500,34,Blaster,Explosion (min),7358
4500,34,Octobrush,Brush swing,4013
4500,34,Octobrush,Inking on the go,2675
4500,34,Tri-Stringer,Explosion,2675
4500,34,Tri-Stringer,Full charge,8027
4500,34,Splatana Stamper,Horizontal slash,6689
4500,34,Splatana Stamper,Charged slash,12041
4500,34,Splatana Stamper,Charged slash (direct hit),14717
4500,35,Splattershot,Shot,2484
4500,35,Splattershot Jr.,Shot,2070
4500,35,Squelcher,Shot,3726
4500,35,Splat Roller,Horizontal swing,10352
4500,35,Splat Roller,Vertical swing,13803
4500,35,Splat Roller,Inkling on the go,8282
4500,35,Dynamo Roller,Horizontal swing,16564
4500,35,Dynamo Roller,Vertical swing,24846
4500,35,Dynamo Roller,Inkling on the go,41410
4500,35,E-liter,Full charge,41410
4500,35,E-liter,Minimum charge,3450
4500,35,Squiffer,Full charge,17254
4500,35,Squiffer,Minimum charge,3450
4500,35,Slosher,Single slosh,11042
4500,35,Sloshing Machine,Direct hit,13803
4500,35,Sloshing Machine,Explosion,7591
4500,35,Heavy Splatling,Shot,3105
4500,35,Mini Splatling,Shot,2691
4500,35,Splat Dualies,Shot,2691
4500,35,Glooga Dualies,Pre-Dodge Roll,3726
4500,35,Glooga Dualies,Post-Dodge Roll,5383
4500,35,Splat Brella,All shots hit,12423
4500,35,Splat Brella,Single shot,2484
4500,35,Splat Brella,Launched brella,10352
4500,35,Tenta Brella,All shots hit,24846
4500,35,Tenta Brella,Single shot,3519
4500,35,Tenta Brella,Launched brella,17254
4500,35,Blaster,Direct hit,15183
4500,35,Blaster,Explosion (max),10628
4500,35,Blaster,Explosion (min),7591
4500,35,Octobrush,Brush swing,4141
4500,35,Octobrush,Inking on the go,2760
4500,35,Tri-Stringer,Explosion,2760
4500,35,Tri-Stringer,Full charge,8282
4500,35,Splatana Stamper,Horizontal slash,6901
4500,35,Splatana Stamper,Charged slash,12423
4500,35,Splatana Stamper,Charged slash (direct hit),15183
4500,36,Splattershot,Shot,2567
4500,36,Splattershot Jr.,Shot,2139
4500,36,Squelcher,Shot,3850
4500,36,Splat Roller,Horizontal swing,10696
4500,36,Splat Roller,Vertical swing,14261
4500,36,Splat Roller,Inkling on the go,8556
4500,36,Dynamo Roller,Horizontal swing,17113
4500,36,Dynamo Roller,Vertical swing,25670
4500,36,Dynamo Roller,Inkling on the go,42784
4500,36,E-liter,Full charge,42784
4500,36,E-liter,Minimum charge,3565
4500,36,Squiffer,Full charge,17826
4500,36,Squiffer,Minimum charge,3565
4500,36,Slosher,Single slosh,11409
4500,36,Sloshing Machine,Direct hit,14261
4500,36,Sloshing Machine,Explosion,7843
4500,36,Heavy Splatling,Shot,3208
4500,36,Mini Splatling,Shot,2780
4500,36,Splat Dualies,Shot,2780
4500,36,Glooga Dualies,Pre-Dodge Roll,3850
4500,36,Glooga Dualies,Post-Dodge Roll,5561
4500,36,Splat Brella,All shots hit,12835
4500,36,Splat Brella,Single shot,2567
4500,36,Splat Brella,Launched brella,10696
4500,36,Tenta Brella,All shots hit,25670
4500,36,Tenta Brella,Single shot,3636
4500,36,Tenta Brella,Launched brella,17826
4500,36,Blaster,Direct hit,15687
4500,36,Blaster,Explosion (max),10981
4500,36,Blaster,Explosion (min),7843
4500,36,Octobrush,Brush swing,4278
4500,36,Octobrush,Inking on the go,2852
4500,36,Tri-Stringer,Explosion,2852
4500,36,Tri-Stringer,Full charge,8556
4500,36,Splatana Stamper,Horizontal slash,7130
4500,36,Splatana Stamper,Charged slash,12835
4500,36,Splatana Stamper,Charged slash (direct hit),15687
4500,37,Splattershot,Shot,2655
4500,37,Splattershot Jr.,Shot,2212
4500,37,Squelcher,Shot,3983
4500,37,Dynamo Roller,Horizontal swing,17703
4500,37,Dynamo Roller,Vertical swing,26555
4500,37,Dynamo Roller,Inkling on the go,44258
4500,37,Squiffer,Full charge,18441
4500,37,Squiffer,Minimum charge,3688
4500,37,Sloshing Machine,Direct hit,14752
4500,37,Sloshing Machine,Explosion,8114
4500,37,Heavy Splatling,Shot,3319
4500,37,Mini Splatling,Shot,2876
4500,37,Splat Dualies,Shot,2876
4500,37,Glooga Dualies,Pre-Dodge Roll,3983
4500,37,Glooga Dualies,Post-Dodge Roll,5753
4500,37,Splat Brella,All shots hit,13277
4500,37,Splat Brella,Single shot,2655
4500,37,Splat Brella,Launched brella,11064
4500,37,Tenta Brella,All shots hit,26555
4500,37,Tenta Brella,Single shot,3761
4500,37,Tenta Brella,Launched brella,18441
4500,37,Blaster,Direct hit,16228
4500,37,Blaster,Explosion (max),11359
4500,37,Blaster,Explosion (min),8114
4500,37,Octobrush,Brush swing,4425
4500,37,Octobrush,Inking on the go,2950
4500,37,Splatana Stamper,Horizontal slash,7376
4500,37,Splatana Stamper,Charged slash,13277
4500,37,Splatana Stamper,Charged slash (direct hit),16228
4500,38,Splattershot,Shot,2751
4500,38,Splattershot Jr.,Shot,2292
4500,38,Squelcher,Shot,4127
4500,38,Dynamo Roller,Horizontal swing,18343
4500,38,Dynamo Roller,Vertical swing,27515
4500,38,Dynamo Roller,Inkling on the go,45858
4500,38,Squiffer,Full charge,19107
4500,38,Squiffer,Minimum charge,3821
4500,38,Sloshing Machine,Direct hit,15286
4500,38,Sloshing Machine,Explosion,9171
4500,38,Heavy Splatling,Shot,3439
4500,38,Mini Splatling,Shot,2980
4500,38,Splat Dualies,Shot,2980
4500,38,Glooga Dualies,Pre-Dodge Roll,4127
4500,38,Glooga Dualies,Post-Dodge Roll,5961
4500,38,Splat Brella,All shots hit,13757
4500,38,Splat Brella,Single shot,2751
4500,38,Splat Brella,Launched brella,11464
4500,38,Blaster,Direct hit,16814
4500,38,Blaster,Explosion (max),11770
4500,38,Blaster,Explosion (min),8407
4500,38,Octobrush,Brush swing,4585
4500,38,Octobrush,Inking on the go,3057
4500,38,Splatana Stamper,Horizontal slash,7643
4500,38,Splatana Stamper,Charged slash,13757
4500,38,Splatana Stamper,Charged slash (direct hit),16814
4500,39,Splattershot,Shot,2855
4500,39,Splattershot Jr.,Shot,2379
4500,39,Squelcher,Shot,4282
4500,39,Dynamo Roller,Horizontal swing,19033
4500,39,Dynamo Roller,Vertical swing,28550
4500,39,Dynamo Roller,Inkling on the go,47584
4500,39,E-liter,Full charge,47584
4500,39,E-liter,Minimum charge,3965
4500,39,Squiffer,Full charge,19827
4500,39,Squiffer,Minimum charge,3965
4500,39,Slosher,Single slosh,12689
4500,39,Sloshing Machine,Direct hit,15861
4500,39,Sloshing Machine,Explosion,9516
4500,39,Mini Splatling,Shot,3093
4500,39,Splat Dualies,Shot,3093
4500,39,Glooga Dualies,Pre-Dodge Roll,4282
4500,39,Glooga Dualies,Post-Dodge Roll,6186
4500,39,Splat Brella,All shots hit,14275
4500,39,Splat Brella,Single shot,2855
4500,39,Splat Brella,Launched brella,11896
4500,39,Blaster,Direct hit,17447
4500,39,Blaster,Explosion (max),12213
4500,39,Blaster,Explosion (min),8723
4500,39,Rapid Blaster Pro,Direct hit,14275
4500,39,Rapid Blaster Pro,Explosion,7137
4500,39,Octobrush,Brush swing,4758
4500,39,Octobrush,Inking on the go,3172
4500,39,Tri-Stringer,Explosion,3172
4500,39,Tri-Stringer,Full charge,9516
4500,39,Splatana Stamper,Horizontal slash,7930
4500,39,Splatana Stamper,Charged slash,14275
4500,39,Splatana Stamper,Charged slash (direct hit),17447
4500,40,Splattershot,Shot,2966
4500,40,Splattershot Jr.,Shot,2472
4500,40,Squelcher,Shot,4450
4500,40,Dynamo Roller,Horizontal swing,19779
4500,40,Dynamo Roller,Vertical swing,29669
4500,40,Dynamo Roller,Inkling on the go,49449
4500,40,E-liter,Full charge,49449
4500,40,E-liter,Minimum charge,4120
4500,40,Squiffer,Full charge,20604
4500,40,Squiffer,Minimum charge,4120
4500,40,Slosher,Single slosh,13186
4500,40,Sloshing Machine,Direct hit,16483
4500,40,Sloshing Machine,Explosion,9889
4500,40,Mini Splatling,Shot,3214
4500,40,Splat Dualies,Shot,3214
4500,40,Glooga Dualies,Pre-Dodge Roll,4450
4500,40,Glooga Dualies,Post-Dodge Roll,6428
4500,40,Splat Brella,All shots hit,14834
4500,40,Splat Brella,Single shot,2966
4500,40,Splat Brella,Launched brella,12362
4500,40,Tenta Brella,All shots hit,29669
4500,40,Tenta Brella,Single shot,4203
4500,40,Tenta Brella,Launched brella,20604
4500,40,Blaster,Direct hit,18131
4500,40,Blaster,Explosion (max),12692
4500,40,Blaster,Explosion (min),9065
4500,40,Rapid Blaster Pro,Direct hit,14834
4500,40,Rapid Blaster Pro,Explosion,7417
4500,40,Octobrush,Brush swing,4944
4500,40,Octobrush,Inking on the go,3296
4500,40,Tri-Stringer,Explosion,3296
4500,40,Tri-Stringer,Full charge,9889
4500,40,Splatana Stamper,Horizontal slash,8241
4500,40,Splatana Stamper,Charged slash,14834
4500,40,Splatana Stamper,Charged slash (direct hit),18131
4500,41,Splattershot,Shot,3087
4500,41,Splattershot Jr.,Shot,2573
4500,41,Squelcher,Shot,4631
4500,41,Splat Roller,Horizontal swing,12866
4500,41,Splat Roller,Vertical swing,17155
4500,41,Splat Roller,Inkling on the go,10293
4500,41,Dynamo Roller,Horizontal swing,20586
4500,41,Dynamo Roller,Vertical swing,30879
4500,41,Dynamo Roller,Inkling on the go,51465
4500,41,E-liter,Full charge,51465
4500,41,E-liter,Minimum charge,4288
4500,41,Squiffer,Full charge,21444
4500,41,Squiffer,Minimum charge,4288
4500,41,Slosher,Single slosh,13724
4500,41,Sloshing Machine,Direct hit,17155
4500,41,Sloshing Machine,Explosion,10293
4500,41,Heavy Splatling,Shot,3859
4500,41,Mini Splatling,Shot,3345
4500,41,Splat Dualies,Shot,3345
4500,41,Glooga Dualies,Pre-Dodge Roll,4631
4500,41,Glooga Dualies,Post-Dodge Roll,6690
4500,41,Splat Brella,All shots hit,15439
4500,41,Splat Brella,Single shot,3087
4500,41,Splat Brella,Launched brella,12866
4500,41,Tenta Brella,All shots hit,30879
4500,41,Tenta Brella,Single shot,4374
4500,41,Tenta Brella,Launched brella,21444
4500,41,Blaster,Direct hit,18870
4500,41,Blaster,Explosion (max),13209
4500,41,Blaster,Explosion (min),9435
4500,41,Rapid Blaster Pro,Direct hit,15439
4500,41,Rapid Blaster Pro,Explosion,7719
4500,41,Octobrush,Brush swing,5146
4500,41,Octobrush,Inking on the go,3431
4500,41,Splatana Stamper,Horizontal slash,8577
4500,41,Splatana Stamper,Charged slash,15439
4500,41,Splatana Stamper,Charged slash (direct hit),18870
4500,42,Splattershot,Shot,3217
4500,42,Splattershot Jr.,Shot,2681
4500,42,Squelcher,Shot,4826
4500,42,Splat Roller,Horizontal swing,13408
4500,42,Splat Roller,Vertical swing,17877
4500,42,Splat Roller,Inkling on the go,10726
4500,42,Dynamo Roller,Horizontal swing,21453
4500,42,Dynamo Roller,Vertical swing,32179
4500,42,Dynamo Roller,Inkling on the go,53632
4500,42,E-liter,Full charge,53632
4500,42,E-liter,Minimum charge,4469
4500,42,Squiffer,Full charge,22347
4500,42,Squiffer,Minimum charge,4469
4500,42,Slosher,Single slosh,14302
4500,42,Sloshing Machine,Direct hit,17877
4500,42,Sloshing Machine,Explosion,9832
4500,42,Heavy Splatling,Shot,4022
4500,42,Mini Splatling,Shot,3486
4500,42,Splat Dualies,Shot,3486
4500,42,Glooga Dualies,Pre-Dodge Roll,4826
4500,42,Glooga Dualies,Post-Dodge Roll,6972
4500,42,Splat Brella,All shots hit,16089
4500,42,Splat Brella,Single shot,3217
4500,42,Splat Brella,Launched brella,13408
4500,42,Tenta Brella,All shots hit,32179
4500,42,Tenta Brella,Single shot,4558
4500,42,Tenta Brella,Launched brella,22347
4500,42,Blaster,Direct hit,19665
4500,42,Blaster,Explosion (max),13765
4500,42,Blaster,Explosion (min),9832
4500,42,Rapid Blaster Pro,Direct hit,16089
4500,42,Rapid Blaster Pro,Explosion,8044
4500,42,Octobrush,Brush swing,5363
4500,42,Octobrush,Inking on the go,3575
4500,42,Splatana Stamper,Horizontal slash,8938
4500,42,Splatana Stamper,Charged slash,16089
4500,42,Splatana Stamper,Charged slash (direct hit),19665
4500,43,Splattershot,Shot,3358
4500,43,Splattershot Jr.,Shot,2798
4500,43,Squelcher,Shot,5037
4500,43,Splat Roller,Horizontal swing,13994
4500,43,Splat Roller,Vertical swing,18658
4500,43,Splat Roller,Inkling on the go,11195
4500,43,Dynamo Roller,Horizontal swing,22390
4500,43,Dynamo Roller,Vertical swing,33585
4500,43,Dynamo Roller,Inkling on the go,55976
4500,43,E-liter,Full charge,55976
4500,43,E-liter,Minimum charge,4664
4500,43,Squiffer,Full charge,23323
4500,43,Squiffer,Minimum charge,4664
4500,43,Slosher,Single slosh,14927
4500,43,Sloshing Machine,Direct hit,18658
4500,43,Sloshing Machine,Explosion,10262
4500,43,Heavy Splatling,Shot,4198
4500,43,Mini Splatling,Shot,3638
4500,43,Splat Dualies,Shot,3638
4500,43,Glooga Dualies,Pre-Dodge Roll,5037
4500,43,Glooga Dualies,Post-Dodge Roll,7276
4500,43,Splat Brella,All shots hit,16792
4500,43,Splat Brella,Single shot,3358
4500,43,Splat Brella,Launched brella,13994
4500,43,Tenta Brella,All shots hit,33585
4500,43,Tenta Brella,Single shot,4757
4500,43,Tenta Brella,Launched brella,23323
4500,43,Rapid Blaster Pro,Direct hit,16792
4500,43,Rapid Blaster Pro,Explosion,8396
4500,43,Octobrush,Brush swing,5597
4500,43,Octobrush,Inking on the go,3731
4500,43,Splatana Stamper,Horizontal slash,9329
4500,43,Splatana Stamper,Charged slash,16792
4500,43,Splatana Stamper,Charged slash (direct hit),20524
4500,44,Splattershot,Shot,3510
4500,44,Splattershot Jr.,Shot,2925
4500,44,Squelcher,Shot,5265
4500,44,Splat Roller,Horizontal swing,14627
4500,44,Splat Roller,Vertical swing,19503
4500,44,Splat Roller,Inkling on the go,11701
4500,44,Dynamo Roller,Horizontal swing,23403
4500,44,Dynamo Roller,Vertical swing,35105
4500,44,Dynamo Roller,Inkling on the go,58509
4500,44,E-liter,Full charge,58509
4500,44,E-liter,Minimum charge,4875
4500,44,Squiffer,Full charge,24378
4500,44,Squiffer,Minimum charge,4875
4500,44,Slosher,Single slosh,15602
4500,44,Sloshing Machine,Direct hit,19503
4500,44,Sloshing Machine,Explosion,10726
4500,44,Heavy Splatling,Shot,4388
4500,44,Mini Splatling,Shot,3803
4500,44,Splat Dualies,Shot,3803
4500,44,Glooga Dualies,Pre-Dodge Roll,5265
4500,44,Glooga Dualies,Post-Dodge Roll,7606
4500,44,Splat Brella,All shots hit,17552
4500,44,Splat Brella,Single shot,3510
4500,44,Splat Brella,Launched brella,14627
4500,44,Tenta Brella,All shots hit,35105
4500,44,Tenta Brella,Single shot,4973
4500,44,Tenta Brella,Launched brella,24378
4500,44,Rapid Blaster Pro,Direct hit,17552
4500,44,Rapid Blaster Pro,Explosion,8776
4500,44,Octobrush,Brush swing,5850
4500,44,Octobrush,Inking on the go,3900
4500,44,Tri-Stringer,Explosion,3900
4500,44,Tri-Stringer,Full charge,11701
4500,44,Splatana Stamper,Horizontal slash,9751
4500,44,Splatana Stamper,Charged slash,17552
4500,44,Splatana Stamper,Charged slash (direct hit),21453
4500,45,Splattershot,Shot,3674
4500,45,Splattershot Jr.,Shot,3062
4500,45,Squelcher,Shot,5511
4500,45,Splat Roller,Horizontal swing,15310
4500,45,Splat Roller,Vertical swing,20414
4500,45,Splat Roller,Inkling on the go,12248
4500,45,Dynamo Roller,Horizontal swing,24497
4500,45,Dynamo Roller,Vertical swing,36745
4500,45,Dynamo Roller,Inkling on the go,61243
4500,45,E-liter,Full charge,61243
4500,45,E-liter,Minimum charge,5103
4500,45,Squiffer,Full charge,25518
4500,45,Squiffer,Minimum charge,5103
4500,45,Slosher,Single slosh,16331
4500,45,Sloshing Machine,Direct hit,20414
4500,45,Sloshing Machine,Explosion,11227
4500,45,Heavy Splatling,Shot,4593
4500,45,Mini Splatling,Shot,3980
4500,45,Splat Dualies,Shot,3980
4500,45,Tenta Brella,All shots hit,36745
4500,45,Tenta Brella,Single shot,5205
4500,45,Tenta Brella,Launched brella,25518
4500,45,Rapid Blaster Pro,Direct hit,18372
4500,45,Rapid Blaster Pro,Explosion,9186
4500,45,Octobrush,Brush swing,6124
4500,45,Octobrush,Inking on the go,4082
4500,45,Splatana Stamper,Horizontal slash,10207
4500,45,Splatana Stamper,Charged slash,18372
4500,45,Splatana Stamper,Charged slash (direct hit),22455
4500,46,Splattershot,Shot,3852
4500,46,Splattershot Jr.,Shot,3210
4500,46,Squelcher,Shot,5778
4500,46,Splat Roller,Horizontal swing,16051
4500,46,Splat Roller,Vertical swing,21401
4500,46,Splat Roller,Inkling on the go,12840
4500,46,E-liter,Full charge,64204
4500,46,E-liter,Minimum charge,5350
4500,46,Squiffer,Full charge,26751
4500,46,Squiffer,Minimum charge,5350
4500,46,Slosher,Single slosh,17121
4500,46,Sloshing Machine,Direct hit,21401
4500,46,Sloshing Machine,Explosion,11770
4500,46,Heavy Splatling,Shot,4815
4500,46,Mini Splatling,Shot,4173
4500,46,Splat Dualies,Shot,4173
4500,46,Splat Brella,All shots hit,19261
4500,46,Splat Brella,Single shot,3852
4500,46,Splat Brella,Launched brella,16051
4500,46,Tenta Brella,All shots hit,38522
4500,46,Tenta Brella,Single shot,5457
4500,46,Tenta Brella,Launched brella,26751
4500,46,Rapid Blaster Pro,Direct hit,19261
4500,46,Rapid Blaster Pro,Explosion,9630
4500,46,Octobrush,Brush swing,6420
4500,46,Octobrush,Inking on the go,4280
4500,46,Splatana Stamper,Horizontal slash,10700
4500,46,Splatana Stamper,Charged slash,19261
4500,46,Splatana Stamper,Charged slash (direct hit),23541
4500,47,Splattershot,Shot,4043
4500,47,Splattershot Jr.,Shot,3369
4500,47,Squelcher,Shot,6065
4500,47,Splat Roller,Horizontal swing,16848
4500,47,Splat Roller,Vertical swing,22464
4500,47,Splat Roller,Inkling on the go,13478
4500,47,E-liter,Full charge,67392
4500,47,E-liter,Minimum charge,5616
4500,47,Squiffer,Full charge,28080
4500,47,Squiffer,Minimum charge,5616
4500,47,Slosher,Single slosh,17971
4500,47,Sloshing Machine,Direct hit,22565
4500,47,Sloshing Machine,Explosion,12355
4500,47,Heavy Splatling,Shot,5054
4500,47,Mini Splatling,Shot,4380
4500,47,Splat Dualies,Shot,4380
4500,47,Splat Brella,All shots hit,20217
4500,47,Splat Brella,Single shot,4043
4500,47,Splat Brella,Launched brella,16848
4500,47,Tenta Brella,All shots hit,40435
4500,47,Tenta Brella,Single shot,5728
4500,47,Tenta Brella,Launched brella,28080
4500,47,Rapid Blaster Pro,Direct hit,20217
4500,47,Rapid Blaster Pro,Explosion,10108
4500,47,Octobrush,Brush swing,6739
4500,47,Octobrush,Inking on the go,4492
4500,47,Splatana Stamper,Horizontal slash,11232
4500,47,Splatana Stamper,Charged slash,20217
4500,47,Splatana Stamper,Charged slash (direct hit),24710
4500,48,Splattershot,Shot,4250
4500,48,Splattershot Jr.,Shot,3542
4500,48,Squelcher,Shot,6375
4500,48,Splat Roller,Horizontal swing,17711
4500,48,Splat Roller,Vertical swing,23614
4500,48,Splat Roller,Inkling on the go,14168
4500,48,E-liter,Full charge,70844
4500,48,E-liter,Minimum charge,5903
4500,48,Squiffer,Full charge,29518
4500,48,Squiffer,Minimum charge,5903
4500,48,Slosher,Single slosh,18891
4500,48,Sloshing Machine,Direct hit,23614
4500,48,Sloshing Machine,Explosion,14168
4500,48,Heavy Splatling,Shot,5313
4500,48,Mini Splatling,Shot,4604
4500,48,Splat Dualies,Shot,4604
4500,48,Glooga Dualies,Pre-Dodge Roll,6375
4500,48,Glooga Dualies,Post-Dodge Roll,9209
4500,48,Splat Brella,All shots hit,21253
4500,48,Splat Brella,Single shot,4250
4500,48,Splat Brella,Launched brella,17711
4500,48,Tenta Brella,All shots hit,42506
4500,48,Tenta Brella,Single shot,6021
4500,48,Tenta Brella,Launched brella,29518
4500,48,Blaster,Direct hit,25976
4500,48,Blaster,Explosion (max),18183
4500,48,Blaster,Explosion (min),12988
4500,48,Rapid Blaster Pro,Direct hit,21253
4500,48,Rapid Blaster Pro,Explosion,10626
4500,48,Octobrush,Brush swing,7084
4500,48,Octobrush,Inking on the go,4722
4500,48,Tri-Stringer,Explosion,4722
4500,48,Tri-Stringer,Full charge,14168
4500,48,Splatana Stamper,Horizontal slash,11807
4500,48,Splatana Stamper,Charged slash,21253
4500,48,Splatana Stamper,Charged slash (direct hit),25976
4500,49,Splattershot,Shot,4474
4500,49,Splattershot Jr.,Shot,3728
4500,49,Squelcher,Shot,6711
4500,49,Splat Roller,Horizontal swing,18643
4500,49,Splat Roller,Vertical swing,24858
4500,49,Splat Roller,Inkling on the go,14914
4500,49,E-liter,Full charge,74574
4500,49,E-liter,Minimum charge,6214
4500,49,Squiffer,Full charge,31072
4500,49,Squiffer,Minimum charge,5214
4500,49,Slosher,Single slosh,19886
4500,49,Sloshing Machine,Direct hit,24858
4500,49,Sloshing Machine,Explosion,13671
4500,49,Heavy Splatling,Shot,5593
4500,49,Mini Splatling,Shot,4847
4500,49,Splat Dualies,Shot,4847
4500,49,Glooga Dualies,Pre-Dodge Roll,6711
4500,49,Glooga Dualies,Post-Dodge Roll,9694
4500,49,Splat Brella,All shots hit,22372
4500,49,Splat Brella,Single shot,4474
